Counter,Hour of day,Day of year,Photovoltaics-wind,Run-of-river-hydro-power,Regulated-hydro-power,Thermal-power,Imports,Storage-output,Storage-input,Base-demand,Heat-pumps-electrical-heaters,Electro-mobility,Exports
848,80,36,0,1.7807329,3.2874625,0.26117364,5,0,0,5.339829,2.5774412,2.3761094,0
849,81,36,0.55829006,1.7807329,3.7191937,0.26117364,5,0,0,5.665346,2.5042176,3.1138368,0
850,82,36,2.610398,1.7807329,2.5349247,0.26117364,5,0,0,5.9871254,2.5159922,3.6481223,0
851,83,36,3.1078033,1.7807329,1.2782717,0.26117364,5,0,0,6.123599,2.5961332,2.6722593,0
852,84,36,1.3754236,1.7807329,1.6376187,0.26117364,5,0,0,6.6769757,2.566338,0.7756455,0
853,85,36,0.8312923,1.7807329,3.6129656,0.26117364,5,0,0,6.605894,2.598937,2.2453434,0
854,86,36,1.0512986,1.7807329,3.9723125,0.26117364,5,0,0,6.0521955,2.5920568,3.3852756,0
855,87,36,1.4050041,1.7807329,2.7156594,0.26117364,5,0,0,5.786086,2.6347675,2.705727,0
856,88,36,1.0164207,1.7807329,3.0750062,0.26117364,5,0,0,5.700328,2.6507025,2.7463136,0
857,89,36,0.26110843,1.7807329,3.4093952,0.26117364,5,0,0,5.6738963,2.6159859,2.3865383,0
858,90,36,0,1.7807329,5.359784,0.26117364,4.5,0,0,5.790628,2.6409297,3.4341438,0
859,91,36,0,1.7807329,5.6941733,0.26117364,3,0,0,6.2158084,2.6971426,1.7871389,0
860,92,36,0,1.7807329,7.6445622,0.26117364,1,0,0,5.9951053,2.6671267,1.9882474,0
861,93,36,0,1.7807329,7.9789515,0.26117364,0,0,0,5.138802,2.6433616,2.2027047,0
862,94,36,0,1.7807329,8.08,0.26117364,0,0,0,4.439256,2.6306286,3.016032,0
863,95,36,0,1.7807329,7.272,0.26117364,0,0,0,4.066867,2.6014256,1.6096244,1
864,96,36,0,1.7807329,8.08,0.26117364,0,0,0,4.014452,2.5327873,0.6304904,2.9081872
